date,day,off,id,item_id,name,price,high,low,open,time,updated_at
1396-06-22,Wed,0,4480319,137203,price_dollar_rl,39200,39250,39090,39160,2017-09-13 00:00:00,2017-10-20 17:37:45
1396-06-23,Thu,0,4480549,137203,price_dollar_rl,39100,39140,39090,39140,2017-09-14 00:00:00,2017-09-14 12:56:22
1396-06-24,Fri,0,4480549,137203,price_dollar_rl,39100,39140,39090,39140,2017-09-14 00:00:00,2017-09-14 12:56:22
1396-06-25,Sat,0,4481117,137203,price_dollar_rl,39040,39120,39040,39120,2017-09-16 00:00:00,2017-09-16 17:47:21
1396-06-26,Sun,0,4481190,137203,price_dollar_rl,38980,39080,38980,39080,2017-09-17 00:00:00,2017-09-17 15:40:29
1396-06-27,Mon,0,4481381,137203,price_dollar_rl,38970,39000,38960,38970,2017-09-18 00:00:00,2017-09-18 18:47:21
1396-06-28,Tue,0,4481631,137203,price_dollar_rl,38920,38950,38920,38950,2017-09-19 00:00:00,2017-09-19 17:12:23
1396-06-29,Wed,0,4481861,137203,price_dollar_rl,38930,38930,38910,38930,2017-09-20 00:00:00,2017-09-20 14:01:27
1396-06-30,Thu,0,4482141,137203,price_dollar_rl,38920,38920,38920,38920,2017-09-21 00:00:00,2017-09-21 12:21:22
1396-06-31,Fri,0,4482141,137203,price_dollar_rl,38920,38920,38920,38920,2017-09-21 00:00:00,2017-09-21 12:21:22
1396-07-01,Sat,0,4482669,137203,price_dollar_rl,38930,38960,38910,38940,2017-09-23 00:00:00,2017-09-23 16:05:25
1396-07-02,Sun,0,4482745,137203,price_dollar_rl,38920,38930,38920,38920,2017-09-24 00:00:00,2017-09-24 13:01:27
1396-07-03,Mon,0,4482902,137203,price_dollar_rl,39000,39000,38930,38930,2017-09-25 00:00:00,2017-09-25 15:31:22
1396-07-04,Tue,0,4483185,137203,price_dollar_rl,39060,39130,39010,39010,2017-09-26 00:00:00,2017-09-26 15:59:21
1396-07-05,Wed,0,4483488,137203,price_dollar_rl,39070,39090,39050,39050,2017-09-27 00:00:00,2017-09-27 17:19:21
1396-07-06,Thu,0,4483748,137203,price_dollar_rl,39110,39110,39080,39080,2017-09-28 00:00:00,2017-09-28 14:51:21
1396-07-07,Fri,0,4483748,137203,price_dollar_rl,39110,39110,39080,39080,2017-09-28 00:00:00,2017-09-28 14:51:21
1396-07-08,Sat,0,4483748,137203,price_dollar_rl,39110,39110,39080,39080,2017-09-28 00:00:00,2017-09-28 14:51:21
1396-07-09,Sun,0,4484302,137203,price_dollar_rl,39160,39160,39120,39120,2017-10-02 00:00:00,2017-10-02 12:36:24
1396-07-10,Mon,0,4484302,137203,price_dollar_rl,39160,39160,39120,39120,2017-10-02 00:00:00,2017-10-02 12:36:24
1396-07-11,Tue,0,4484634,137203,price_dollar_rl,39300,39300,39170,39170,2017-10-03 00:00:00,2017-10-03 16:43:22
1396-07-12,Wed,0,4484894,137203,price_dollar_rl,39370,39370,39240,39240,2017-10-04 00:00:00,2017-10-04 15:31:26
1396-07-13,Thu,0,4485156,137203,price_dollar_rl,39480,39480,39380,39380,2017-10-05 00:00:00,2017-10-05 14:05:28
1396-07-14,Fri,0,4485156,137203,price_dollar_rl,39480,39480,39380,39380,2017-10-05 00:00:00,2017-10-05 14:05:28
1396-07-15,Sat,0,4485679,137203,price_dollar_rl,39710,39710,39530,39540,2017-10-07 00:00:00,2017-10-07 17:59:48
1396-07-16,Sun,0,4488725,137203,price_dollar_rl,39780,39980,39600,39660,2017-10-08 00:00:00,2017-10-09 00:00:28
1396-07-17,Mon,0,4493275,137203,price_dollar_rl,40410,40410,39740,39760,2017-10-09 00:00:00,2017-10-10 00:00:43
1396-07-18,Tue,0,4498573,137203,price_dollar_rl,40240,40490,39830,40480,2017-10-10 00:00:00,2017-10-11 00:00:49
1396-07-19,Wed,0,4506284,137203,price_dollar_rl,40160,40230,40040,40220,2017-10-11 00:00:00,2017-10-12 00:00:47
1396-07-20,Thu,0,4513023,137203,price_dollar_rl,40170,40180,40170,40180,2017-10-12 00:00:00,2017-10-13 00:00:47
1396-07-21,Fri,0,4522837,137203,price_dollar_rl,39970,40190,39970,40190,2017-10-14 00:00:00,2017-10-15 00:00:23
1396-07-22,Sat,0,4522837,137203,price_dollar_rl,39970,40190,39970,40190,2017-10-14 00:00:00,2017-10-15 00:00:23
1396-07-23,Sun,0,4526893,137203,price_dollar_rl,40070,40080,39930,39950,2017-10-15 00:00:00,2017-10-16 00:00:22
1396-07-24,Mon,0,4548432,137203,price_dollar_rl,40080,40150,40010,40060,2017-10-16 00:00:00,2017-10-17 00:00:45
1396-07-25,Tue,0,4618188,137203,price_dollar_rl,40190,40190,40070,40070,2017-10-17 00:00:00,2017-10-18 00:00:51
1396-07-26,Wed,0,4649470,137203,price_dollar_rl,40210,40340,40170,40170,2017-10-18 00:00:00,2017-10-19 00:00:51
1396-07-27,Thu,0,4670484,137203,price_dollar_rl,40170,40220,40110,40220,2017-10-19 00:00:00,2017-10-20 00:00:45
1396-07-28,Fri,0,4670484,137203,price_dollar_rl,40170,40220,40110,40220,2017-10-19 00:00:00,2017-10-20 00:00:45
1396-07-29,Sat,0,4681781,137203,price_dollar_rl,40130,40190,40130,40140,2017-10-21 00:00:00,2017-10-22 00:00:22
1396-07-30,Sun,0,4684734,137203,price_dollar_rl,40110,40160,40110,40140,2017-10-22 00:00:00,2017-10-23 00:00:20
1396-08-01,Mon,0,4689650,137203,price_dollar_rl,40180,40180,40110,40120,2017-10-23 00:00:00,2017-10-24 00:00:42
1396-08-02,Tue,0,4961136,137203,price_dollar_rl,40300,40350,40190,40200,2017-10-24 00:00:00,2017-10-25 00:00:47
1396-08-03,Wed,0,5137774,137203,price_dollar_rl,40280,40330,40220,40330,2017-10-25 00:00:00,2017-10-26 00:00:47
1396-08-04,Thu,0,5242398,137203,price_dollar_rl,40320,40330,40260,40300,2017-10-26 00:00:00,2017-10-27 00:00:44
1396-08-05,Fri,0,5242398,137203,price_dollar_rl,40320,40330,40260,40300,2017-10-26 00:00:00,2017-10-27 00:00:44
1396-08-06,Sat,0,5252059,137203,price_dollar_rl,40600,40600,40390,40400,2017-10-28 00:00:00,2017-10-29 00:00:20
1396-08-07,Sun,0,6569952,137203,price_dollar_rl,40690,40760,40620,40670,2017-10-29 00:00:00,2017-10-30 00:00:19
1396-08-08,Mon,0,6573902,137203,price_dollar_rl,40550,40720,40540,40710,2017-10-30 00:00:00,2017-10-31 00:00:39
1396-08-09,Tue,0,6581245,137203,price_dollar_rl,40520,40570,40520,40530,2017-10-31 00:00:00,2017-11-01 00:00:43
1396-08-10,Wed,0,6592097,137203,price_dollar_rl,40580,40620,40520,40550,2017-11-01 00:00:00,2017-11-02 00:00:47
1396-08-11,Thu,0,6610346,137203,price_dollar_rl,40540,40570,40490,40570,2017-11-02 00:00:00,2017-11-03 00:00:46
1396-08-12,Fri,0,6610346,137203,price_dollar_rl,40540,40570,40490,40570,2017-11-02 00:00:00,2017-11-03 00:00:46
1396-08-13,Sat,0,7172572,137203,price_dollar_rl,40540,40550,40500,40550,2017-11-04 00:00:00,2017-11-05 00:00:22
1396-08-14,Sun,0,7754854,137203,price_dollar_rl,40660,40700,40510,40520,2017-11-05 00:00:00,2017-11-06 00:00:22
1396-08-15,Mon,0,7758729,137203,price_dollar_rl,40720,40740,40690,40700,2017-11-06 00:00:00,2017-11-07 00:00:46
1396-08-16,Tue,0,7768105,137203,price_dollar_rl,40700,40770,40690,40730,2017-11-07 00:00:00,2017-11-08 00:00:47
1396-08-17,Wed,0,7773094,137203,price_dollar_rl,40740,40760,40700,40710,2017-11-08 00:00:00,2017-11-09 00:00:36
1396-08-18,Thu,0,7773094,137203,price_dollar_rl,40740,40760,40700,40710,2017-11-08 00:00:00,2017-11-09 00:00:36
1396-08-19,Fri,0,7791816,137203,price_dollar_rl,40830,40850,40750,40750,2017-11-11 00:00:00,2017-11-12 00:00:27
1396-08-20,Sat,0,7791816,137203,price_dollar_rl,40830,40850,40750,40750,2017-11-11 00:00:00,2017-11-12 00:00:27
1396-08-21,Sun,0,7793699,137203,price_dollar_rl,40990,40990,40850,40850,2017-11-12 00:00:00,2017-11-13 00:00:25
1396-08-22,Mon,0,7797032,137203,price_dollar_rl,41360,41360,40970,40970,2017-11-13 00:00:00,2017-11-14 00:00:48
1396-08-23,Tue,0,7808089,137203,price_dollar_rl,41220,41380,41120,41340,2017-11-14 00:00:00,2017-11-15 00:00:46
1396-08-24,Wed,0,7814366,137203,price_dollar_rl,41010,41100,40970,41100,2017-11-15 00:00:00,2017-11-16 00:00:39
1396-08-25,Thu,0,7821364,137203,price_dollar_rl,41000,41010,40960,40980,2017-11-16 00:00:00,2017-11-17 00:00:40
1396-08-26,Fri,0,7821364,137203,price_dollar_rl,41000,41010,40960,40980,2017-11-16 00:00:00,2017-11-17 00:00:40
1396-08-27,Sat,0,7870325,137203,price_dollar_rl,40960,40990,40950,40960,2017-11-18 00:00:00,2017-11-19 00:00:20
1396-08-28,Sun,0,7870325,137203,price_dollar_rl,40960,40990,40950,40960,2017-11-18 00:00:00,2017-11-19 00:00:20
1396-08-29,Mon,0,7917024,137203,price_dollar_rl,40940,41050,40930,41000,2017-11-20 00:00:00,2017-11-21 00:00:43
1396-08-30,Tue,0,7924050,137203,price_dollar_rl,40930,40990,40910,40920,2017-11-21 00:00:00,2017-11-22 00:00:45
1396-09-01,Wed,0,7930905,137203,price_dollar_rl,41210,41250,41010,41020,2017-11-22 00:00:00,2017-11-23 00:00:55
1396-09-02,Thu,0,7938920,137203,price_dollar_rl,41240,41280,41230,41230,2017-11-23 00:00:00,2017-11-24 00:00:54
1396-09-03,Fri,0,7954507,137203,price_dollar_rl,41270,41290,41200,41230,2017-11-25 00:00:00,2017-11-26 00:00:29
1396-09-04,Sat,0,7954507,137203,price_dollar_rl,41270,41290,41200,41230,2017-11-25 00:00:00,2017-11-26 00:00:29
1396-09-05,Sun,0,7959823,137203,price_dollar_rl,41180,41220,41110,41220,2017-11-26 00:00:00,2017-11-27 00:00:22
1396-09-06,Mon,0,7966800,137203,price_dollar_rl,41180,41180,41150,41150,2017-11-27 00:00:00,2017-11-28 00:00:57
1396-09-07,Tue,0,7976215,137203,price_dollar_rl,41270,41290,41180,41190,2017-11-28 00:00:00,2017-11-29 00:00:48
1396-09-08,Wed,0,7987349,137203,price_dollar_rl,41360,41480,41250,41340,2017-11-29 00:00:00,2017-11-30 00:00:48
1396-09-09,Thu,0,7993754,137203,price_dollar_rl,41390,41390,41320,41380,2017-11-30 00:00:00,2017-12-01 00:00:55
1396-09-10,Fri,0,8011905,137203,price_dollar_rl,41550,41550,41440,41450,2017-12-02 00:00:00,2017-12-03 00:00:28
1396-09-11,Sat,0,8011905,137203,price_dollar_rl,41550,41550,41440,41450,2017-12-02 00:00:00,2017-12-03 00:00:28
1396-09-12,Sun,0,8015235,137203,price_dollar_rl,41640,41680,41480,41500,2017-12-03 00:00:00,2017-12-04 00:00:28
1396-09-13,Mon,0,8021162,137203,price_dollar_rl,41860,41920,41660,41660,2017-12-04 00:00:00,2017-12-05 00:00:44
1396-09-14,Tue,0,8028281,137203,price_dollar_rl,42020,42140,41950,41980,2017-12-05 00:00:00,2017-12-06 00:00:52
1396-09-15,Wed,0,8028281,137203,price_dollar_rl,42020,42140,41950,41980,2017-12-05 00:00:00,2017-12-06 00:00:52
1396-09-16,Thu,0,8041939,137203,price_dollar_rl,41950,42000,41930,41960,2017-12-07 00:00:00,2017-12-08 00:00:59
1396-09-17,Fri,0,8055124,137203,price_dollar_rl,42030,42030,41860,41900,2017-12-09 00:00:00,2017-12-10 00:00:30
1396-09-18,Sat,0,8055124,137203,price_dollar_rl,42030,42030,41860,41900,2017-12-09 00:00:00,2017-12-10 00:00:30
1396-09-19,Sun,0,8059857,137203,price_dollar_rl,42070,42200,42060,42070,2017-12-10 00:00:00,2017-12-11 00:00:30
1396-09-20,Mon,0,8066330,137203,price_dollar_rl,42110,42170,42070,42140,2017-12-11 00:00:00,2017-12-12 00:00:49
1396-09-21,Tue,0,8073337,137203,price_dollar_rl,42200,42220,42040,42130,2017-12-12 00:00:00,2017-12-13 00:00:48
1396-09-22,Wed,0,8081303,137203,price_dollar_rl,42190,42230,42080,42080,2017-12-13 00:00:00,2017-12-14 00:00:50
1396-09-23,Thu,0,8092569,137203,price_dollar_rl,42110,42110,42030,42090,2017-12-14 00:00:00,2017-12-15 00:00:53
1396-09-24,Fri,0,8092569,137203,price_dollar_rl,42110,42110,42030,42090,2017-12-14 00:00:00,2017-12-15 00:00:53
1396-09-25,Sat,0,8106456,137203,price_dollar_rl,41900,42090,41900,42090,2017-12-16 00:00:00,2017-12-17 00:00:31
1396-09-26,Sun,0,8390030,137203,price_dollar_rl,41830,42000,41810,41830,2017-12-17 00:00:00,2017-12-18 00:00:28
1396-09-27,Mon,0,8396667,137203,price_dollar_rl,41810,41870,41780,41850,2017-12-18 00:00:00,2017-12-19 00:01:07
1396-09-28,Tue,0,8404984,137203,price_dollar_rl,41970,41970,41800,41800,2017-12-19 00:00:00,2017-12-20 00:01:07
1396-09-29,Wed,0,8412496,137203,price_dollar_rl,41860,41970,41860,41900,2017-12-20 00:00:00,2017-12-21 00:01:18
1396-09-30,Thu,0,8424987,137203,price_dollar_rl,41940,41940,41940,41940,2017-12-21 00:00:00,2017-12-22 00:01:00
1396-10-01,Fri,0,8424987,137203,price_dollar_rl,41940,41940,41940,41940,2017-12-21 00:00:00,2017-12-22 00:01:00
1396-10-02,Sat,0,8448472,137203,price_dollar_rl,41860,42000,41850,42000,2017-12-23 00:00:00,2017-12-24 00:02:33
1396-10-03,Sun,0,8459124,137203,price_dollar_rl,41940,41980,41860,41950,2017-12-24 00:00:00,2017-12-25 00:00:35
1396-10-04,Mon,0,8468235,137203,price_dollar_rl,41790,41950,41790,41900,2017-12-25 00:00:00,2017-12-26 00:02:12
1396-10-05,Tue,0,8486243,137203,price_dollar_rl,41890,41890,41750,41800,2017-12-26 00:00:00,2017-12-27 00:00:39
1396-10-06,Wed,0,8502823,137203,price_dollar_rl,41890,42100,41800,41800,2017-12-27 00:00:00,2017-12-28 00:00:45
1396-10-07,Thu,0,8523314,137203,price_dollar_rl,42030,42100,41920,41930,2017-12-28 00:00:00,2017-12-29 00:00:44
1396-10-08,Fri,0,8523314,137203,price_dollar_rl,42030,42100,41920,41930,2017-12-28 00:00:00,2017-12-29 00:00:44
1396-10-09,Sat,0,8554399,137203,price_dollar_rl,42350,42360,42110,42150,2017-12-30 00:00:00,2017-12-31 00:00:35
1396-10-10,Sun,0,8565399,137203,price_dollar_rl,42880,42920,42420,42420,2017-12-31 00:00:00,2018-01-01 00:00:36
1396-10-11,Mon,0,8576876,137203,price_dollar_rl,42880,43230,42880,42990,2018-01-01 00:00:00,2018-01-02 00:00:43
1396-10-12,Tue,0,8583991,137203,price_dollar_rl,43390,43460,42850,42960,2018-01-02 00:00:00,2018-01-03 00:01:27
1396-10-13,Wed,0,8597145,137203,price_dollar_rl,43740,43910,43000,43380,2018-01-03 00:00:00,2018-01-04 00:01:04
1396-10-14,Thu,0,8613307,137203,price_dollar_rl,43240,43690,43130,43640,2018-01-04 00:00:00,2018-01-05 00:01:00
1396-10-15,Fri,0,8634182,137203,price_dollar_rl,43320,43320,42800,43200,2018-01-06 00:00:00,2018-01-07 00:00:39
1396-10-16,Sat,0,8634182,137203,price_dollar_rl,43320,43320,42800,43200,2018-01-06 00:00:00,2018-01-07 00:00:39
1396-10-17,Sun,0,8641753,137203,price_dollar_rl,43530,43580,43340,43340,2018-01-07 00:00:00,2018-01-08 00:00:31
1396-10-18,Mon,0,8650492,137203,price_dollar_rl,43950,44150,43680,43680,2018-01-08 00:00:00,2018-01-09 00:00:59
1396-10-19,Tue,0,8661314,137203,price_dollar_rl,43660,43970,43490,43650,2018-01-09 00:00:00,2018-01-10 00:01:04
1396-10-20,Wed,0,8669246,137203,price_dollar_rl,44010,44020,43690,43690,2018-01-10 00:00:00,2018-01-11 00:00:53
1396-10-21,Thu,0,8680038,137203,price_dollar_rl,44150,44380,44030,44030,2018-01-11 00:00:00,2018-01-12 00:00:56
1396-10-22,Fri,0,8680038,137203,price_dollar_rl,44150,44380,44030,44030,2018-01-11 00:00:00,2018-01-12 00:00:56
1396-10-23,Sat,0,8695972,137203,price_dollar_rl,44110,44140,43670,43690,2018-01-13 00:00:00,2018-01-14 00:00:59
1396-10-24,Sun,0,8712491,137203,price_dollar_rl,44260,44520,44090,44110,2018-01-14 00:00:00,2018-01-15 00:00:57
1396-10-25,Mon,0,8719122,137203,price_dollar_rl,44210,44230,43920,44170,2018-01-15 00:00:00,2018-01-16 00:01:17
1396-10-26,Tue,0,8729570,137203,price_dollar_rl,44290,44480,44200,44280,2018-01-16 00:00:00,2018-01-17 00:01:24
1396-10-27,Wed,0,8745420,137203,price_dollar_rl,44480,44590,44100,44370,2018-01-17 00:00:00,2018-01-18 00:01:33
1396-10-28,Thu,0,8755132,137203,price_dollar_rl,44580,44910,44500,44610,2018-01-18 00:00:00,2018-01-19 00:04:00
1396-10-29,Fri,0,8776084,137203,price_dollar_rl,45330,45650,44570,44570,2018-01-20 00:00:00,2018-01-21 00:01:24
1396-10-30,Sat,0,8776084,137203,price_dollar_rl,45330,45650,44570,44570,2018-01-20 00:00:00,2018-01-21 00:01:24
1396-11-01,Sun,0,8783205,137203,price_dollar_rl,45970,46420,45420,45530,2018-01-21 00:00:00,2018-01-22 00:01:10
1396-11-02,Mon,0,8790114,137203,price_dollar_rl,45790,46980,45600,46230,2018-01-22 00:00:00,2018-01-23 00:02:40
1396-11-03,Tue,0,8810449,137203,price_dollar_rl,45800,46460,45550,45780,2018-01-23 00:00:00,2018-01-24 00:01:41
1396-11-04,Wed,0,8823585,137203,price_dollar_rl,45660,46010,45530,45610,2018-01-24 00:00:00,2018-01-25 00:01:44
1396-11-05,Thu,0,8836962,137203,price_dollar_rl,45330,45650,45330,45630,2018-01-25 00:00:00,2018-01-26 00:01:38
1396-11-06,Fri,0,8836962,137203,price_dollar_rl,45330,45650,45330,45630,2018-01-25 00:00:00,2018-01-26 00:01:38
1396-11-07,Sat,0,8856196,137203,price_dollar_rl,45160,45280,45010,45230,2018-01-27 00:00:00,2018-01-28 00:01:08
1396-11-08,Sun,0,8862703,137203,price_dollar_rl,45680,45690,45230,45230,2018-01-28 00:00:00,2018-01-29 00:01:09
1396-11-09,Mon,0,8869550,137203,price_dollar_rl,45500,46080,45490,45700,2018-01-29 00:00:00,2018-01-30 00:01:33
1396-11-10,Tue,0,8883453,137203,price_dollar_rl,45670,45830,45420,45450,2018-01-30 00:00:00,2018-01-31 00:01:48
1396-11-11,Wed,0,8891006,137203,price_dollar_rl,46450,46450,45620,45880,2018-01-31 00:00:00,2018-02-01 00:01:48
1396-11-12,Thu,0,8904680,137203,price_dollar_rl,46470,46540,46380,46480,2018-02-01 00:00:00,2018-02-02 00:01:50
1396-11-13,Fri,0,8904680,137203,price_dollar_rl,46470,46540,46380,46480,2018-02-01 00:00:00,2018-02-02 00:01:50
1396-11-14,Sat,0,8916462,137203,price_dollar_rl,47040,47080,46410,46540,2018-02-03 00:00:00,2018-02-04 00:01:35
1396-11-15,Sun,0,8927576,137203,price_dollar_rl,47440,47790,46890,47090,2018-02-04 00:00:00,2018-02-05 00:01:36
1396-11-16,Mon,0,8935099,137203,price_dollar_rl,46760,47590,46730,47490,2018-02-05 00:00:00,2018-02-06 00:02:02
1396-11-17,Tue,0,8946460,137203,price_dollar_rl,46900,47020,46110,46660,2018-02-06 00:00:00,2018-02-07 00:02:08
1396-11-18,Wed,0,8957406,137203,price_dollar_rl,45450,47800,45410,46930,2018-02-07 00:00:00,2018-02-08 00:02:23
1396-11-19,Thu,0,8967634,137203,price_dollar_rl,46700,46850,45370,45430,2018-02-08 00:00:00,2018-02-09 00:02:03
1396-11-20,Fri,0,8983809,137203,price_dollar_rl,47250,47500,46420,46640,2018-02-10 00:00:00,2018-02-11 00:00:58
1396-11-21,Sat,0,8983809,137203,price_dollar_rl,47250,47500,46420,46640,2018-02-10 00:00:00,2018-02-11 00:00:58
1396-11-22,Sun,0,8985760,137203,price_dollar_rl,47270,47350,47250,47260,2018-02-11 00:00:00,2018-02-12 00:00:38
1396-11-23,Mon,0,8991507,137203,price_dollar_rl,48490,48500,47320,47320,2018-02-12 00:00:00,2018-02-13 00:01:31
1396-11-24,Tue,0,8999501,137203,price_dollar_rl,48770,49120,48450,48720,2018-02-13 00:00:00,2018-02-14 00:01:48
1396-11-25,Wed,0,9007243,137203,price_dollar_rl,48170,48750,48160,48750,2018-02-14 02:30:00,2018-02-15 02:30:16
1396-11-26,Thu,0,9014997,137203,price_dollar_rl,47380,47900,47380,47900,2018-02-15 02:30:00,2018-02-16 02:30:23
1396-11-27,Fri,0,9025579,137203,price_dollar_rl,46970,47450,46970,47380,2018-02-17 02:30:00,2018-02-18 02:30:16
1396-11-28,Sat,0,9025579,137203,price_dollar_rl,46970,47450,46970,47380,2018-02-17 02:30:00,2018-02-18 02:30:16
1396-11-29,Sun,0,9027999,137203,price_dollar_rl,46090,46970,46090,46970,2018-02-18 02:30:00,2018-02-19 02:30:19
1396-11-30,Mon,0,9035789,137203,price_dollar_rl,45750,46060,45670,46060,2018-02-19 02:30:00,2018-02-20 04:09:30
1396-12-01,Tue,0,9035789,137203,price_dollar_rl,45750,46060,45670,46060,2018-02-19 02:30:00,2018-02-20 04:09:30
1396-12-02,Wed,0,9050393,137203,price_dollar_rl,45180,45700,45180,45700,2018-02-21 02:30:00,2018-02-22 02:30:35
1396-12-03,Thu,0,9058207,137203,price_dollar_rl,44930,45250,44930,45130,2018-02-22 02:30:00,2018-02-23 02:30:33
1396-12-04,Fri,0,9058207,137203,price_dollar_rl,44930,45250,44930,45130,2018-02-22 02:30:00,2018-02-23 02:30:33
1396-12-05,Sat,0,9071064,137203,price_dollar_rl,44780,44900,44770,44900,2018-02-24 02:30:00,2018-02-25 02:30:30
1396-12-06,Sun,0,9075756,137203,price_dollar_rl,44760,44800,44750,44790,2018-02-25 02:30:00,2018-02-26 02:30:44
1396-12-07,Mon,0,9082436,137203,price_dollar_rl,44780,44780,44760,44780,2018-02-26 02:30:00,2018-02-27 02:30:31
1396-12-08,Tue,0,9091480,137203,price_dollar_rl,44720,44760,44720,44760,2018-02-27 00:00:00,2018-02-28 00:04:24
1396-12-09,Wed,0,9101066,137203,price_dollar_rl,44710,44710,44710,44710,2018-02-28 00:00:00,2018-03-01 00:00:32
1396-12-10,Thu,0,9111443,137203,price_dollar_rl,44700,44700,44690,44700,2018-03-01 00:00:00,2018-03-02 00:00:34
1396-12-11,Fri,0,9121857,137203,price_dollar_rl,44690,44690,44690,44690,2018-03-02 00:00:00,2018-03-03 00:00:34
1396-12-12,Sat,0,9128093,137203,price_dollar_rl,47080,47330,44670,44680,2018-03-03 00:00:00,2018-03-04 00:00:32
1396-12-13,Sun,0,9133779,137203,price_dollar_rl,47700,47700,47080,47110,2018-03-04 00:00:00,2018-03-05 00:00:29
1396-12-14,Mon,0,9141672,137203,price_dollar_rl,47690,47790,47630,47730,2018-03-05 00:00:00,2018-03-06 00:00:33
1396-12-15,Tue,0,9152604,137203,price_dollar_rl,47750,47800,47730,47740,2018-03-06 00:00:00,2018-03-07 00:00:35
1396-12-16,Wed,0,9162500,137203,price_dollar_rl,47880,47960,47840,47950,2018-03-07 00:00:00,2018-03-08 00:00:38
1396-12-17,Thu,0,9171814,137203,price_dollar_rl,47860,47900,47850,47890,2018-03-08 00:00:00,2018-03-09 00:00:37
1396-12-18,Fri,0,9180300,137203,price_dollar_rl,47890,47890,47890,47890,2018-03-09 00:00:00,2018-03-10 00:00:38
1396-12-19,Sat,0,9185699,137203,price_dollar_rl,47960,48340,47960,48340,2018-03-10 00:00:00,2018-03-11 00:00:36
1396-12-20,Sun,0,9192346,137203,price_dollar_rl,48030,48030,47850,47920,2018-03-11 00:00:00,2018-03-12 00:00:37
1396-12-21,Mon,0,9199019,137203,price_dollar_rl,48260,48500,47230,48080,2018-03-12 00:00:00,2018-03-13 00:00:34
1396-12-22,Tue,0,9208279,137203,price_dollar_rl,48160,48420,47820,48270,2018-03-13 00:00:00,2018-03-14 00:00:35
1396-12-23,Wed,0,9217345,137203,price_dollar_rl,48510,48510,48060,48210,2018-03-14 00:00:00,2018-03-15 00:00:35
1396-12-24,Thu,0,9226429,137203,price_dollar_rl,48490,48560,48370,48550,2018-03-15 00:00:00,2018-03-16 00:00:39
1396-12-25,Fri,0,9236047,137203,price_dollar_rl,48650,48650,48650,48650,2018-03-16 00:00:00,2018-03-17 00:00:43
1396-12-26,Sat,0,9242632,137203,price_dollar_rl,48310,48740,48290,48670,2018-03-17 00:00:00,2018-03-18 00:00:35
1396-12-27,Sun,0,9248679,137203,price_dollar_rl,48190,48290,48190,48290,2018-03-18 00:00:00,2018-03-19 00:00:33
1396-12-28,Mon,0,9256495,137203,price_dollar_rl,48570,48750,48280,48280,2018-03-19 00:00:00,2018-03-20 00:00:43
1396-12-29,Tue,0,9264132,137203,price_dollar_rl,48990,49130,48750,48750,2018-03-20 00:00:00,2018-03-21 00:00:39
1397-01-01,Wed,0,9264132,137203,price_dollar_rl,48990,49130,48750,48750,2018-03-20 00:00:00,2018-03-21 00:00:39
1397-01-02,Thu,0,9264132,137203,price_dollar_rl,48990,49130,48750,48750,2018-03-20 00:00:00,2018-03-21 00:00:39
1397-01-03,Fri,0,9287318,137203,price_dollar_rl,49210,49210,48810,48810,2018-03-24 00:00:00,2018-03-25 00:00:50
1397-01-04,Sat,0,9287318,137203,price_dollar_rl,49210,49210,48810,48810,2018-03-24 00:00:00,2018-03-25 00:00:50
1397-01-05,Sun,0,9291346,137203,price_dollar_rl,49910,50080,49210,49390,2018-03-25 00:00:00,2018-03-26 00:09:56
1397-01-06,Mon,0,9297588,137203,price_dollar_rl,51030,51180,49710,49710,2018-03-26 00:00:00,2018-03-27 00:01:10
1397-01-07,Tue,0,9306207,137203,price_dollar_rl,50490,51400,49600,51010,2018-03-27 00:00:00,2018-03-28 00:01:28
1397-01-08,Wed,0,9314777,137203,price_dollar_rl,50460,50700,50340,50440,2018-03-28 00:00:00,2018-03-29 00:01:19
1397-01-09,Thu,0,9322930,137203,price_dollar_rl,50450,51400,50410,50570,2018-03-29 00:00:00,2018-03-30 00:01:18
1397-01-10,Fri,0,9330206,137203,price_dollar_rl,51020,51020,51020,51020,2018-03-30 00:00:00,2018-03-31 00:01:07
1397-01-11,Sat,0,9334795,137203,price_dollar_rl,50800,50850,50800,50850,2018-03-31 00:00:00,2018-04-01 00:01:04
1397-01-12,Sun,0,9338624,137203,price_dollar_rl,50290,50450,50290,50450,2018-04-01 00:00:00,2018-04-02 00:01:04
1397-01-13,Mon,0,9343535,137203,price_dollar_rl,50800,50800,50800,50800,2018-04-02 00:00:00,2018-04-03 00:01:11
1397-01-14,Tue,0,9350865,137203,price_dollar_rl,50540,51450,49850,49850,2018-04-03 00:00:00,2018-04-04 00:01:22
1397-01-15,Wed,0,9360423,137203,price_dollar_rl,50560,50560,50050,50550,2018-04-04 00:00:00,2018-04-05 00:00:41
1397-01-16,Thu,0,9368562,137203,price_dollar_rl,50940,50940,50400,50430,2018-04-05 00:00:00,2018-04-06 00:00:49
1397-01-17,Fri,0,9380376,137203,price_dollar_rl,51710,51850,50700,50700,2018-04-07 00:00:00,2018-04-08 00:00:37
1397-01-18,Sat,0,9380376,137203,price_dollar_rl,51710,51850,50700,50700,2018-04-07 00:00:00,2018-04-08 00:00:37
1397-01-19,Sun,0,9385048,137203,price_dollar_rl,56600,57050,52080,52450,2018-04-08 00:00:00,2018-04-09 00:01:01
