date,day,off,id,item_id,name,price,high,low,open,time,updated_at
1394-04-07,Sun,0,4364869,137203,price_dollar_rl,33000,33380,33000,33080,2015-06-28 00:00:00,2015-06-28 12:00:00
1394-04-08,Mon,0,4364951,137203,price_dollar_rl,33000,33330,33000,33170,2015-06-29 00:00:00,2015-06-29 12:00:00
1394-04-09,Tue,0,4365051,137203,price_dollar_rl,32990,33110,32870,32980,2015-06-30 00:00:00,2015-06-30 12:00:00
1394-04-10,Wed,0,4365163,137203,price_dollar_rl,33090,33330,33090,33230,2015-07-01 00:00:00,2015-07-01 12:00:00
1394-04-11,Thu,0,4365275,137203,price_dollar_rl,32950,33060,32940,33040,2015-07-02 00:00:00,2015-07-02 12:00:00
1394-04-12,Fri,0,4365403,137203,price_dollar_rl,33040,33180,33000,33020,2015-07-04 00:00:00,2015-07-04 12:00:00
1394-04-13,Sat,0,4365403,137203,price_dollar_rl,33040,33180,33000,33020,2015-07-04 00:00:00,2015-07-04 12:00:00
1394-04-14,Sun,0,4365455,137203,price_dollar_rl,32950,33130,32900,33130,2015-07-05 00:00:00,2015-07-05 12:00:00
1394-04-15,Mon,0,4365545,137203,price_dollar_rl,32720,32970,32700,32970,2015-07-06 00:00:00,2015-07-06 12:00:00
1394-04-16,Tue,0,4365661,137203,price_dollar_rl,32480,32690,32420,32560,2015-07-07 00:00:00,2015-07-07 12:00:00
1394-04-17,Wed,0,4365661,137203,price_dollar_rl,32480,32690,32420,32560,2015-07-07 00:00:00,2015-07-07 12:00:00
1394-04-18,Thu,0,4365814,137203,price_dollar_rl,32380,32560,32380,32500,2015-07-09 00:00:00,2015-07-09 12:00:00
1394-04-19,Fri,0,4365949,137203,price_dollar_rl,32490,32590,32440,32440,2015-07-11 00:00:00,2015-07-11 12:00:00
1394-04-20,Sat,0,4365949,137203,price_dollar_rl,32490,32590,32440,32440,2015-07-11 00:00:00,2015-07-11 12:00:00
1394-04-21,Sun,0,4365994,137203,price_dollar_rl,32500,32590,32450,32580,2015-07-12 00:00:00,2015-07-12 12:00:00
1394-04-22,Mon,0,4366071,137203,price_dollar_rl,32140,32270,32120,32270,2015-07-13 00:00:00,2015-07-13 12:00:00
1394-04-23,Tue,0,4366196,137203,price_dollar_rl,32160,32170,31780,32050,2015-07-14 00:00:00,2015-07-14 12:00:00
1394-04-24,Wed,0,4366300,137203,price_dollar_rl,32180,32620,32180,32350,2015-07-15 00:00:00,2015-07-15 12:00:00
1394-04-25,Thu,0,4366422,137203,price_dollar_rl,32300,32490,32190,32490,2015-07-16 00:00:00,2015-07-16 12:00:00
1394-04-26,Fri,0,4366422,137203,price_dollar_rl,32300,32490,32190,32490,2015-07-16 00:00:00,2015-07-16 12:00:00
1394-04-27,Sat,0,4366422,137203,price_dollar_rl,32300,32490,32190,32490,2015-07-16 00:00:00,2015-07-16 12:00:00
1394-04-28,Sun,0,4366579,137203,price_dollar_rl,32300,32370,32290,32320,2015-07-20 00:00:00,2015-07-20 12:00:00
1394-04-29,Mon,0,4366579,137203,price_dollar_rl,32300,32370,32290,32320,2015-07-20 00:00:00,2015-07-20 12:00:00
1394-04-30,Tue,0,4366683,137203,price_dollar_rl,32350,32420,32200,32250,2015-07-21 00:00:00,2015-07-21 12:00:00
1394-04-31,Wed,0,4366793,137203,price_dollar_rl,32390,32620,32380,32530,2015-07-22 00:00:00,2015-07-22 12:00:00
1394-05-01,Thu,0,4366895,137203,price_dollar_rl,32380,32560,32380,32530,2015-07-23 00:00:00,2015-07-23 12:00:00
1394-05-02,Fri,0,4366895,137203,price_dollar_rl,32380,32560,32380,32530,2015-07-23 00:00:00,2015-07-23 12:00:00
1394-05-03,Sat,0,4367025,137203,price_dollar_rl,32570,32950,32570,32770,2015-07-25 00:00:00,2015-07-25 12:00:00
1394-05-04,Sun,0,4367092,137203,price_dollar_rl,32950,33180,32570,33030,2015-07-26 00:00:00,2015-07-26 12:00:00
1394-05-05,Mon,0,4367169,137203,price_dollar_rl,32900,33000,32860,32990,2015-07-27 00:00:00,2015-07-27 12:00:00
1394-05-06,Tue,0,4367272,137203,price_dollar_rl,32980,33090,32980,33030,2015-07-28 00:00:00,2015-07-28 12:00:00
1394-05-07,Wed,0,4367377,137203,price_dollar_rl,33030,33100,32990,33080,2015-07-29 00:00:00,2015-07-29 12:00:00
1394-05-08,Thu,0,4367482,137203,price_dollar_rl,33000,33070,33000,33050,2015-07-30 00:00:00,2015-07-30 12:00:00
1394-05-09,Fri,0,4367482,137203,price_dollar_rl,33000,33070,33000,33050,2015-07-30 00:00:00,2015-07-30 12:00:00
1394-05-10,Sat,0,4367605,137203,price_dollar_rl,33140,33200,33060,33080,2015-08-01 00:00:00,2015-08-01 12:00:00
1394-05-11,Sun,0,4367666,137203,price_dollar_rl,33150,33270,33120,33220,2015-08-02 00:00:00,2015-08-02 12:00:00
1394-05-12,Mon,0,4367741,137203,price_dollar_rl,33160,33220,33130,33200,2015-08-03 00:00:00,2015-08-03 12:00:00
1394-05-13,Tue,0,4367843,137203,price_dollar_rl,33240,33330,33220,33250,2015-08-04 00:00:00,2015-08-04 12:00:00
1394-05-14,Wed,0,4367945,137203,price_dollar_rl,33270,33320,33250,33250,2015-08-05 00:00:00,2015-08-05 12:00:00
1394-05-15,Thu,0,4368042,137203,price_dollar_rl,33250,33400,33250,33300,2015-08-06 00:00:00,2015-08-06 12:00:00
1394-05-16,Fri,0,4368162,137203,price_dollar_rl,33380,33600,33380,33400,2015-08-08 00:00:00,2015-08-08 12:00:00
1394-05-17,Sat,0,4368162,137203,price_dollar_rl,33380,33600,33380,33400,2015-08-08 00:00:00,2015-08-08 12:00:00
1394-05-18,Sun,0,4368218,137203,price_dollar_rl,33390,33510,33300,33500,2015-08-09 00:00:00,2015-08-09 12:00:00
1394-05-19,Mon,0,4368294,137203,price_dollar_rl,33360,33490,33360,33380,2015-08-10 00:00:00,2015-08-10 12:00:00
1394-05-20,Tue,0,4368443,137203,price_dollar_rl,33460,33590,33360,33440,2015-08-12 00:00:00,2015-08-12 12:00:00
1394-05-21,Wed,0,4368443,137203,price_dollar_rl,33460,33590,33360,33440,2015-08-12 00:00:00,2015-08-12 12:00:00
1394-05-22,Thu,0,4368560,137203,price_dollar_rl,33450,33680,33450,33600,2015-08-13 00:00:00,2015-08-13 12:00:00
1394-05-23,Fri,0,4368696,137203,price_dollar_rl,33400,33640,33400,33580,2015-08-15 00:00:00,2015-08-15 12:00:00
1394-05-24,Sat,0,4368696,137203,price_dollar_rl,33400,33640,33400,33580,2015-08-15 00:00:00,2015-08-15 12:00:00
1394-05-25,Sun,0,4368744,137203,price_dollar_rl,33410,33470,33390,33410,2015-08-16 00:00:00,2015-08-16 12:00:00
1394-05-26,Mon,0,4368820,137203,price_dollar_rl,33410,33580,33410,33480,2015-08-17 00:00:00,2015-08-17 12:00:00
1394-05-27,Tue,0,4368925,137203,price_dollar_rl,33550,33710,33450,33450,2015-08-18 00:00:00,2015-08-18 12:00:00
1394-05-28,Wed,0,4369041,137203,price_dollar_rl,33460,33620,33460,33590,2015-08-19 00:00:00,2015-08-19 12:00:00
1394-05-29,Thu,0,4369150,137203,price_dollar_rl,33490,33600,33490,33580,2015-08-20 00:00:00,2015-08-20 12:00:00
1394-05-30,Fri,0,4369289,137203,price_dollar_rl,33480,33630,33480,33500,2015-08-22 00:00:00,2015-08-22 12:00:00
1394-05-31,Sat,0,4369289,137203,price_dollar_rl,33480,33630,33480,33500,2015-08-22 00:00:00,2015-08-22 12:00:00
1394-06-01,Sun,0,4369327,137203,price_dollar_rl,33500,33720,33500,33660,2015-08-23 00:00:00,2015-08-23 12:00:00
1394-06-02,Mon,0,4369417,137203,price_dollar_rl,33550,33760,33550,33680,2015-08-24 00:00:00,2015-08-24 12:00:00
1394-06-03,Tue,0,4369520,137203,price_dollar_rl,33650,33810,33580,33730,2015-08-25 00:00:00,2015-08-25 12:00:00
1394-06-04,Wed,0,4369626,137203,price_dollar_rl,33630,34070,33630,33860,2015-08-26 00:00:00,2015-08-26 12:00:00
1394-06-05,Thu,0,4369739,137203,price_dollar_rl,33550,34000,33550,33690,2015-08-27 00:00:00,2015-08-27 12:00:00
1394-06-06,Fri,0,4369739,137203,price_dollar_rl,33550,34000,33550,33690,2015-08-27 00:00:00,2015-08-27 12:00:00
1394-06-07,Sat,0,4369860,137203,price_dollar_rl,33590,33930,33590,33870,2015-08-29 00:00:00,2015-08-29 12:00:00
1394-06-08,Sun,0,4369912,137203,price_dollar_rl,33670,33890,33670,33780,2015-08-30 00:00:00,2015-08-30 12:00:00
1394-06-09,Mon,0,4369990,137203,price_dollar_rl,33770,34100,33770,34020,2015-08-31 00:00:00,2015-08-31 12:00:00
1394-06-10,Tue,0,4370084,137203,price_dollar_rl,34000,34120,33960,34030,2015-09-01 00:00:00,2015-09-01 12:00:00
1394-06-11,Wed,0,4370188,137203,price_dollar_rl,33980,34160,33980,34160,2015-09-02 00:00:00,2015-09-02 12:00:00
1394-06-12,Thu,0,4370297,137203,price_dollar_rl,33850,34050,33850,34000,2015-09-03 00:00:00,2015-09-03 12:00:00
1394-06-13,Fri,0,4370297,137203,price_dollar_rl,33850,34050,33850,34000,2015-09-03 00:00:00,2015-09-03 12:00:00
1394-06-14,Sat,0,4370423,137203,price_dollar_rl,33830,34120,33830,34120,2015-09-05 00:00:00,2015-09-05 12:00:00
1394-06-15,Sun,0,4370474,137203,price_dollar_rl,33970,34270,33920,33920,2015-09-06 00:00:00,2015-09-06 12:00:00
1394-06-16,Mon,0,4370544,137203,price_dollar_rl,33890,34270,33890,34220,2015-09-07 00:00:00,2015-09-07 12:00:00
1394-06-17,Tue,0,4370651,137203,price_dollar_rl,33830,34370,33830,34150,2015-09-08 00:00:00,2015-09-08 12:00:00
1394-06-18,Wed,0,4370747,137203,price_dollar_rl,33850,34320,33830,34220,2015-09-09 00:00:00,2015-09-09 12:00:00
1394-06-19,Thu,0,4370855,137203,price_dollar_rl,33850,34300,33850,33920,2015-09-10 00:00:00,2015-09-10 12:00:00
1394-06-20,Fri,0,4370990,137203,price_dollar_rl,33900,34500,33900,34370,2015-09-12 00:00:00,2015-09-12 12:00:00
1394-06-21,Sat,0,4370990,137203,price_dollar_rl,33900,34500,33900,34370,2015-09-12 00:00:00,2015-09-12 12:00:00
1394-06-22,Sun,0,4371046,137203,price_dollar_rl,33980,34560,33980,34040,2015-09-13 00:00:00,2015-09-13 12:00:00
1394-06-23,Mon,0,4371124,137203,price_dollar_rl,34200,34750,34130,34130,2015-09-14 00:00:00,2015-09-14 12:00:00
1394-06-24,Tue,0,4371234,137203,price_dollar_rl,33950,34920,33950,34340,2015-09-15 00:00:00,2015-09-15 12:00:00
1394-06-25,Wed,0,4371336,137203,price_dollar_rl,33930,34510,33930,34510,2015-09-16 00:00:00,2015-09-16 12:00:00
1394-06-26,Thu,0,4371449,137203,price_dollar_rl,33850,33990,33850,33990,2015-09-17 00:00:00,2015-09-17 12:00:00
1394-06-27,Fri,0,4371576,137203,price_dollar_rl,33850,34000,33850,33980,2015-09-19 00:00:00,2015-09-19 12:00:00
1394-06-28,Sat,0,4371576,137203,price_dollar_rl,33850,34000,33850,33980,2015-09-19 00:00:00,2015-09-19 12:00:00
1394-06-29,Sun,0,4371627,137203,price_dollar_rl,33830,34040,33830,34020,2015-09-20 00:00:00,2015-09-20 12:00:00
1394-06-30,Mon,0,4371716,137203,price_dollar_rl,33720,33820,33720,33820,2015-09-21 00:00:00,2015-09-21 12:00:00
1394-06-31,Tue,0,4371824,137203,price_dollar_rl,33880,34080,33880,34020,2015-09-22 00:00:00,2015-09-22 12:00:00
1394-07-01,Wed,0,4371933,137203,price_dollar_rl,33850,33950,33850,33900,2015-09-23 00:00:00,2015-09-23 12:00:00
1394-07-02,Thu,0,4371933,137203,price_dollar_rl,33850,33950,33850,33900,2015-09-23 00:00:00,2015-09-23 12:00:00
1394-07-03,Fri,0,4372106,137203,price_dollar_rl,33840,33970,33840,33950,2015-09-26 00:00:00,2015-09-26 12:00:00
1394-07-04,Sat,0,4372106,137203,price_dollar_rl,33840,33970,33840,33950,2015-09-26 00:00:00,2015-09-26 12:00:00
1394-07-05,Sun,0,4372152,137203,price_dollar_rl,33930,34200,33910,33910,2015-09-27 00:00:00,2015-09-27 12:00:00
1394-07-06,Mon,0,4372230,137203,price_dollar_rl,33920,34200,33920,34010,2015-09-28 00:00:00,2015-09-28 12:00:00
1394-07-07,Tue,0,4372330,137203,price_dollar_rl,34090,34250,33950,34170,2015-09-29 00:00:00,2015-09-29 12:00:00
1394-07-08,Wed,0,4372445,137203,price_dollar_rl,34090,34650,34090,34650,2015-09-30 00:00:00,2015-09-30 12:00:00
1394-07-09,Thu,0,4372555,137203,price_dollar_rl,34050,34520,34050,34290,2015-10-01 00:00:00,2015-10-01 12:00:00
1394-07-10,Fri,0,4372555,137203,price_dollar_rl,34050,34520,34050,34290,2015-10-01 00:00:00,2015-10-01 12:00:00
1394-07-11,Sat,0,4372679,137203,price_dollar_rl,34090,34610,34090,34370,2015-10-03 00:00:00,2015-10-03 12:00:00
1394-07-12,Sun,0,4372733,137203,price_dollar_rl,33950,34450,33950,34450,2015-10-04 00:00:00,2015-10-04 12:00:00
1394-07-13,Mon,0,4372804,137203,price_dollar_rl,33990,34500,33990,34230,2015-10-05 00:00:00,2015-10-05 12:00:00
1394-07-14,Tue,0,4372915,137203,price_dollar_rl,33990,34850,33990,34160,2015-10-06 00:00:00,2015-10-06 12:00:00
1394-07-15,Wed,0,4373020,137203,price_dollar_rl,33990,34750,33990,34560,2015-10-07 00:00:00,2015-10-07 12:00:00
1394-07-16,Thu,0,4373142,137203,price_dollar_rl,33980,34790,33980,34400,2015-10-08 00:00:00,2015-10-08 12:00:00
1394-07-17,Fri,0,4373274,137203,price_dollar_rl,33980,34790,33980,34140,2015-10-10 00:00:00,2015-10-10 12:00:00
1394-07-18,Sat,0,4373274,137203,price_dollar_rl,33980,34790,33980,34140,2015-10-10 00:00:00,2015-10-10 12:00:00
1394-07-19,Sun,0,4373322,137203,price_dollar_rl,33900,34650,33900,34400,2015-10-11 00:00:00,2015-10-11 12:00:00
1394-07-20,Mon,0,4373402,137203,price_dollar_rl,33890,34700,33890,34700,2015-10-12 00:00:00,2015-10-12 12:00:00
1394-07-21,Tue,0,4373514,137203,price_dollar_rl,33880,34550,33880,34420,2015-10-13 00:00:00,2015-10-13 12:00:00
1394-07-22,Wed,0,4373616,137203,price_dollar_rl,33890,34670,33880,33950,2015-10-14 00:00:00,2015-10-14 12:00:00
1394-07-23,Thu,0,4373723,137203,price_dollar_rl,33880,34600,33880,34530,2015-10-15 00:00:00,2015-10-15 12:00:00
1394-07-24,Fri,0,4373847,137203,price_dollar_rl,33870,34530,33870,34450,2015-10-17 00:00:00,2015-10-17 12:00:00
1394-07-25,Sat,0,4373847,137203,price_dollar_rl,33870,34530,33870,34450,2015-10-17 00:00:00,2015-10-17 12:00:00
1394-07-26,Sun,0,4373911,137203,price_dollar_rl,33870,34390,33870,34390,2015-10-18 00:00:00,2015-10-18 12:00:00
1394-07-27,Mon,0,4373976,137203,price_dollar_rl,33810,34350,33810,34330,2015-10-19 00:00:00,2015-10-19 12:00:00
1394-07-28,Tue,0,4374083,137203,price_dollar_rl,33810,34290,33810,34190,2015-10-20 00:00:00,2015-10-20 12:00:00
1394-07-29,Wed,0,4374188,137203,price_dollar_rl,33830,34390,33830,34270,2015-10-21 00:00:00,2015-10-21 12:00:00
1394-07-30,Thu,0,4374294,137203,price_dollar_rl,33850,34540,33850,34410,2015-10-22 00:00:00,2015-10-22 12:00:00
1394-08-01,Fri,0,4374294,137203,price_dollar_rl,33850,34540,33850,34410,2015-10-22 00:00:00,2015-10-22 12:00:00
1394-08-02,Sat,0,4374431,137203,price_dollar_rl,33850,34600,33850,34010,2015-10-25 00:00:00,2015-10-25 12:00:00
1394-08-03,Sun,0,4374431,137203,price_dollar_rl,33850,34600,33850,34010,2015-10-25 00:00:00,2015-10-25 12:00:00
1394-08-04,Mon,0,4374501,137203,price_dollar_rl,33880,34550,33880,34410,2015-10-26 00:00:00,2015-10-26 12:00:00
1394-08-05,Tue,0,4374604,137203,price_dollar_rl,33890,34790,33890,34040,2015-10-27 00:00:00,2015-10-27 12:00:00
1394-08-06,Wed,0,4374717,137203,price_dollar_rl,33900,34900,33900,34340,2015-10-28 00:00:00,2015-10-28 12:00:00
1394-08-07,Thu,0,4374825,137203,price_dollar_rl,33890,34850,33890,34090,2015-10-29 00:00:00,2015-10-29 12:00:00
1394-08-08,Fri,0,4374825,137203,price_dollar_rl,33890,34850,33890,34090,2015-10-29 00:00:00,2015-10-29 12:00:00
1394-08-09,Sat,0,4374943,137203,price_dollar_rl,33890,34820,33890,34080,2015-10-31 00:00:00,2015-10-31 12:00:00
1394-08-10,Sun,0,4374992,137203,price_dollar_rl,33950,34980,33950,34980,2015-11-01 00:00:00,2015-11-01 12:00:00
1394-08-11,Mon,0,4375064,137203,price_dollar_rl,33940,34980,33940,34150,2015-11-02 00:00:00,2015-11-02 12:00:00
1394-08-12,Tue,0,4375163,137203,price_dollar_rl,33940,34950,33940,34550,2015-11-03 00:00:00,2015-11-03 12:00:00
1394-08-13,Wed,0,4375261,137203,price_dollar_rl,33930,34990,33930,34990,2015-11-04 00:00:00,2015-11-04 12:00:00
1394-08-14,Thu,0,4375362,137203,price_dollar_rl,33890,34950,33890,34950,2015-11-05 00:00:00,2015-11-05 12:00:00
1394-08-15,Fri,0,4375362,137203,price_dollar_rl,33890,34950,33890,34950,2015-11-05 00:00:00,2015-11-05 12:00:00
1394-08-16,Sat,0,4375498,137203,price_dollar_rl,33930,34970,33930,34950,2015-11-07 00:00:00,2015-11-07 12:00:00
1394-08-17,Sun,0,4375543,137203,price_dollar_rl,33950,35120,33950,35080,2015-11-08 00:00:00,2015-11-08 12:00:00
1394-08-18,Mon,0,4375620,137203,price_dollar_rl,33960,35350,33960,34200,2015-11-09 00:00:00,2015-11-09 12:00:00
1394-08-19,Tue,0,4375738,137203,price_dollar_rl,33950,35500,33950,35190,2015-11-10 00:00:00,2015-11-10 12:00:00
1394-08-20,Wed,0,4375846,137203,price_dollar_rl,33940,35350,33940,35070,2015-11-11 00:00:00,2015-11-11 12:00:00
1394-08-21,Thu,0,4375955,137203,price_dollar_rl,33930,35450,33930,34790,2015-11-12 00:00:00,2015-11-12 12:00:00
1394-08-22,Fri,0,4376087,137203,price_dollar_rl,33990,35650,33990,35580,2015-11-14 00:00:00,2015-11-14 12:00:00
1394-08-23,Sat,0,4376087,137203,price_dollar_rl,33990,35650,33990,35580,2015-11-14 00:00:00,2015-11-14 12:00:00
1394-08-24,Sun,0,4376143,137203,price_dollar_rl,33940,35700,33940,34330,2015-11-15 00:00:00,2015-11-15 12:00:00
1394-08-25,Mon,0,4376223,137203,price_dollar_rl,33940,35590,33940,35590,2015-11-16 00:00:00,2015-11-16 12:00:00
1394-08-26,Tue,0,4376331,137203,price_dollar_rl,33940,35530,33940,34260,2015-11-17 00:00:00,2015-11-17 12:00:00
1394-08-27,Wed,0,4376437,137203,price_dollar_rl,33930,35590,33930,34270,2015-11-18 00:00:00,2015-11-18 12:00:00
1394-08-28,Thu,0,4376536,137203,price_dollar_rl,33930,35610,33930,35610,2015-11-19 00:00:00,2015-11-19 12:00:00
1394-08-29,Fri,0,4376675,137203,price_dollar_rl,33930,35570,33930,34590,2015-11-21 00:00:00,2015-11-21 12:00:00
1394-08-30,Sat,0,4376675,137203,price_dollar_rl,33930,35570,33930,34590,2015-11-21 00:00:00,2015-11-21 12:00:00
1394-09-01,Sun,0,4376712,137203,price_dollar_rl,33940,35690,33940,34900,2015-11-22 00:00:00,2015-11-22 12:00:00
1394-09-02,Mon,0,4376799,137203,price_dollar_rl,33940,35750,33940,35750,2015-11-23 00:00:00,2015-11-23 12:00:00
1394-09-03,Tue,0,4376901,137203,price_dollar_rl,33980,35810,33980,35420,2015-11-24 00:00:00,2015-11-24 12:00:00
1394-09-04,Wed,0,4377005,137203,price_dollar_rl,33990,35930,33990,35870,2015-11-25 00:00:00,2015-11-25 12:00:00
1394-09-05,Thu,0,4377123,137203,price_dollar_rl,33920,35990,33920,35990,2015-11-26 00:00:00,2015-11-26 12:00:00
1394-09-06,Fri,0,4377184,137203,price_dollar_rl,33930,33930,33930,33930,2015-11-27 00:00:00,2015-11-27 12:00:00
1394-09-07,Sat,0,4377247,137203,price_dollar_rl,33990,36390,33920,33920,2015-11-28 00:00:00,2015-11-28 12:00:00
1394-09-08,Sun,0,4377310,137203,price_dollar_rl,33990,36530,33990,36530,2015-11-29 00:00:00,2015-11-29 12:00:00
1394-09-09,Mon,0,4377394,137203,price_dollar_rl,33990,35830,33990,35080,2015-11-30 00:00:00,2015-11-30 12:00:00
1394-09-10,Tue,0,4377509,137203,price_dollar_rl,33990,36470,33990,34170,2015-12-01 00:00:00,2015-12-01 12:00:00
1394-09-11,Wed,0,4377655,137203,price_dollar_rl,33970,36350,33970,34330,2015-12-03 00:00:00,2015-12-03 12:00:00
1394-09-12,Thu,0,4377655,137203,price_dollar_rl,33970,36350,33970,34330,2015-12-03 00:00:00,2015-12-03 12:00:00
1394-09-13,Fri,0,4377655,137203,price_dollar_rl,33970,36350,33970,34330,2015-12-03 00:00:00,2015-12-03 12:00:00
1394-09-14,Sat,0,4377779,137203,price_dollar_rl,33970,36190,33970,36190,2015-12-05 00:00:00,2015-12-05 12:00:00
1394-09-15,Sun,0,4377831,137203,price_dollar_rl,33970,36000,33970,36000,2015-12-06 00:00:00,2015-12-06 12:00:00
1394-09-16,Mon,0,4377919,137203,price_dollar_rl,33960,36390,33960,35780,2015-12-07 00:00:00,2015-12-07 12:00:00
1394-09-17,Tue,0,4378023,137203,price_dollar_rl,33960,36200,33960,36200,2015-12-08 00:00:00,2015-12-08 12:00:00
1394-09-18,Wed,0,4378145,137203,price_dollar_rl,33950,36400,33950,34450,2015-12-09 00:00:00,2015-12-09 12:00:00
1394-09-19,Thu,0,4378145,137203,price_dollar_rl,33950,36400,33950,34450,2015-12-09 00:00:00,2015-12-09 12:00:00
1394-09-20,Fri,0,4378145,137203,price_dollar_rl,33950,36400,33950,34450,2015-12-09 00:00:00,2015-12-09 12:00:00
1394-09-21,Sat,0,4378361,137203,price_dollar_rl,33940,36290,33940,36250,2015-12-13 00:00:00,2015-12-13 12:00:00
1394-09-22,Sun,0,4378361,137203,price_dollar_rl,33940,36290,33940,36250,2015-12-13 00:00:00,2015-12-13 12:00:00
1394-09-23,Mon,0,4378434,137203,price_dollar_rl,33940,36290,33940,36240,2015-12-14 00:00:00,2015-12-14 12:00:00
1394-09-24,Tue,0,4378553,137203,price_dollar_rl,33940,36100,33940,34300,2015-12-15 00:00:00,2015-12-15 12:00:00
1394-09-25,Wed,0,4378669,137203,price_dollar_rl,33970,36230,33970,34320,2015-12-16 00:00:00,2015-12-16 12:00:00
1394-09-26,Thu,0,4378790,137203,price_dollar_rl,33890,36450,33890,34390,2015-12-17 00:00:00,2015-12-17 12:00:00
1394-09-27,Fri,0,4378922,137203,price_dollar_rl,33800,36340,33800,34300,2015-12-19 00:00:00,2015-12-19 12:00:00
1394-09-28,Sat,0,4378922,137203,price_dollar_rl,33800,36340,33800,34300,2015-12-19 00:00:00,2015-12-19 12:00:00
1394-09-29,Sun,0,4378972,137203,price_dollar_rl,33850,36190,33850,34040,2015-12-20 00:00:00,2015-12-20 12:00:00
1394-09-30,Mon,0,4379066,137203,price_dollar_rl,33840,36340,33840,34100,2015-12-21 00:00:00,2015-12-21 12:00:00
1394-10-01,Tue,0,4379168,137203,price_dollar_rl,33860,36400,33860,36290,2015-12-22 00:00:00,2015-12-22 12:00:00
1394-10-02,Wed,0,4379289,137203,price_dollar_rl,33870,36530,33870,34120,2015-12-23 00:00:00,2015-12-23 12:00:00
1394-10-03,Thu,0,4379402,137203,price_dollar_rl,33880,36580,33880,34140,2015-12-24 00:00:00,2015-12-24 12:00:00
1394-10-04,Fri,0,4379402,137203,price_dollar_rl,33880,36580,33880,34140,2015-12-24 00:00:00,2015-12-24 12:00:00
1394-10-05,Sat,0,4379491,137203,price_dollar_rl,33850,34160,33800,34160,2015-12-26 00:00:00,2015-12-26 12:00:00
1394-10-06,Sun,0,4379537,137203,price_dollar_rl,33800,36590,33800,34120,2015-12-27 00:00:00,2015-12-27 12:00:00
1394-10-07,Mon,0,4379614,137203,price_dollar_rl,33800,36520,33800,34070,2015-12-28 00:00:00,2015-12-28 12:00:00
1394-10-08,Tue,0,4379778,137203,price_dollar_rl,33830,36520,33830,34070,2015-12-30 00:00:00,2015-12-30 12:00:00
1394-10-09,Wed,0,4379778,137203,price_dollar_rl,33830,36520,33830,34070,2015-12-30 00:00:00,2015-12-30 12:00:00
1394-10-10,Thu,0,4379884,137203,price_dollar_rl,33870,36720,33870,35150,2015-12-31 00:00:00,2015-12-31 12:00:00
1394-10-11,Fri,0,4379972,137203,price_dollar_rl,33840,35650,33840,35650,2016-01-02 00:00:00,2016-01-02 12:00:00
1394-10-12,Sat,0,4379972,137203,price_dollar_rl,33840,35650,33840,35650,2016-01-02 00:00:00,2016-01-02 12:00:00
1394-10-13,Sun,0,4380028,137203,price_dollar_rl,33840,36580,33840,36560,2016-01-03 00:00:00,2016-01-03 12:00:00
1394-10-14,Mon,0,4380105,137203,price_dollar_rl,33890,36660,33840,34120,2016-01-04 00:00:00,2016-01-04 12:00:00
1394-10-15,Tue,0,4380220,137203,price_dollar_rl,33940,36230,33940,34180,2016-01-05 00:00:00,2016-01-05 12:00:00
1394-10-16,Wed,0,4380340,137203,price_dollar_rl,33940,36950,33940,34240,2016-01-06 00:00:00,2016-01-06 12:00:00
1394-10-17,Thu,0,4380449,137203,price_dollar_rl,33940,36280,33940,34230,2016-01-07 00:00:00,2016-01-07 12:00:00
1394-10-18,Fri,0,4380449,137203,price_dollar_rl,33940,36280,33940,34230,2016-01-07 00:00:00,2016-01-07 12:00:00
1394-10-19,Sat,0,4380582,137203,price_dollar_rl,33990,36280,33990,34250,2016-01-09 00:00:00,2016-01-09 12:00:00
1394-10-20,Sun,0,4380633,137203,price_dollar_rl,33950,37210,33950,34310,2016-01-10 00:00:00,2016-01-10 12:00:00
1394-10-21,Mon,0,4380715,137203,price_dollar_rl,33890,36990,33890,34250,2016-01-11 00:00:00,2016-01-11 12:00:00
1394-10-22,Tue,0,4380828,137203,price_dollar_rl,33880,36490,33880,34180,2016-01-12 00:00:00,2016-01-12 12:00:00
1394-10-23,Wed,0,4380945,137203,price_dollar_rl,33870,36690,33870,34160,2016-01-13 00:00:00,2016-01-13 12:00:00
1394-10-24,Thu,0,4381069,137203,price_dollar_rl,33850,36160,33850,34120,2016-01-14 00:00:00,2016-01-14 12:00:00
1394-10-25,Fri,0,4381214,137203,price_dollar_rl,33840,36200,33840,36200,2016-01-16 00:00:00,2016-01-16 12:00:00
1394-10-26,Sat,0,4381214,137203,price_dollar_rl,33840,36200,33840,36200,2016-01-16 00:00:00,2016-01-16 12:00:00
1394-10-27,Sun,0,4381272,137203,price_dollar_rl,33840,36090,33840,35850,2016-01-17 00:00:00,2016-01-17 12:00:00
1394-10-28,Mon,0,4381364,137203,price_dollar_rl,33840,36020,33840,36020,2016-01-18 00:00:00,2016-01-18 12:00:00
1394-10-29,Tue,0,4381475,137203,price_dollar_rl,33830,35960,33830,35850,2016-01-19 00:00:00,2016-01-19 12:00:00
1394-10-30,Wed,0,4381581,137203,price_dollar_rl,33840,35850,33840,35850,2016-01-20 00:00:00,2016-01-20 12:00:00
1394-11-01,Thu,0,4381692,137203,price_dollar_rl,33830,35040,33830,35040,2016-01-21 00:00:00,2016-01-21 12:00:00
